ukbb20003;n
disodium azodisalicylic acid;0
hydroxyphenylbutazone;0
dihydroxyphenylisatin;0
erynite;0
nitropentaerythrol;0
oil of peppermint;169
meperidine;1
maoi - phenelzine;0
phenobarbital;139
butadione;0
phenylhydantoin;0
soda bic;0
disodium clodronate;3
clodronate disodium;16
cromoglycate;39
cromoglycic acid;2
disodium cromoglycate;20
cromolyn sodium;21
glycerol suppository;65
polyacrylic acid;6
nicorandil;1753
ikorel 10mg tablet;37
cantassium vitamin b6 50mg tablet;4
cantassium folic acid 400micrograms tablet;3
cantassium vitamin e 200iu capsule;1
picosulphate;10
androstanazol;2
indian tragacanth;0
karaya;0
salazosulfapyridine;8
sodium thyroxine;242
nebramycin factor vi;0
butamidum;1
maoi - tranylcypromine;2
ursodesoxycholic acid;51
udca - ursodeoxycholic acid;9
adh - vasopressin;0
antidiuretic hormone-vasopressin;1
sodium warfarin;422
l-carnitine product;17
carnitine products;5
hivid 0.75mg tablet;0
hivid 0.375mg tablet;0
fludarabine;10
dovonex scalp solution;105
ciproxin 400mg/200ml intravenous infusion;0
expurhin paediatric linctus;0
eumovate eye drops;1
lotharin tablet;0
carnitor 1g chewable tablet;0
gamophase 40mg capsule;0
zalcitabine;0
lithonate 400mg m/r tablet;1
expulin dry cough linctus;1
alpha tocopheryl acetate 50iu/g cream;1
vita-e cream;2
quinagolide;8
norprolac 25micrograms+50micrograms tablet starter pack;0
ibuspray topical spray;8
nifelease 20mg m/r tablet;0
konsyl dex 3.4g/sachet powder;0
medinol paediatric 120mg/5ml s/f suspension;0
rheumacin la 75mg m/r capsule;0
agiolax granules;0
nambumetone;9
eye-crom aqueous eye drops;7
saline 0.9% nose drops;13
vaseline dermacare cream 200ml;0
ung cocois co;0
saline 0.9% topical solution;2
kalms tablet;116
kelp+garlic product;295
lecithin product;277
tacrolimus;235
imigran 50mg tablet;868
frador tincture;0
waterfall tablet;10
starflower oil;772
selenium ace tablet;672
slozem 120mg m/r capsule;185
estring 2mg(7.5micrograms/24hours) vaginal ring;36
modaplate 25mg tablet;0
kefadim 500mg injection (pdr for recon);0
kefadim 1g injection (pdr for recon);0
kefadim 2g injection (pdr for recon);0
kefadim 2g infusion (pdr for recon);0
beta-carotene product;62
flax oil tablet;846
garlic product;6749
ginkgo forte tablet;2898
ginseng product;738
guarina sachet;2
ibuprofen+menthol 5%/3% gel;45
deep relief ibuprofen gel;124
anadin tablet;375
askit powder;7
hedex tablet;23
beechams powder;20
lemsip sachet;33
strepsils lozenge;5
durogesic 25micrograms/hour patch;32
durogesic 50micrograms/hour patch;19
durogesic 75micrograms/hour patch;16
durogesic 100micrograms/hour patch;12
minogal 50 tablet;0
minogal 100 tablet;0
medised plain 120mg/5ml suspension;0
polyfax ointment;4
menophase tablet;143
b12 - cyanocobalamin prep;146
nivaquine 200mg/5ml injection;0
chloroquine 200mg tablet;1
chloroquine 68mg/5ml syrup;1
sytron 27.5mg/5ml elixir;4
polymyxin b sulphate+trimethoprim eye drops;1
chloromycetin 1% eye ointment 4g;0
minims chloramphenicol 0.5% single-use eye drops 0.5ml;0
sno phenicol 0.5% eye drops 10ml;0
polymyxin b + bacitracin 10,000/500units/g eye ointment 4g;0
polymyxin + trimethoprim 10ku/0.5%/g eye ointment 4g;0
colomycin topical powder 1g;1
synalar 1:10 cream;135
rhdnase;2
etidronate disodium;11
atovaquone;3
wellvone 250mg tablet;0
liquid paraffin+white soft paraffin 50%/50% ointment;27
dithranol+salicylic acid+coal tar 0.11%/1.6%/1% ointment;0
dithranol+salicylic acid 0.25%/1.6% scalp gel;2
psorin scalp gel;1
venlafaxine;2318
efexor 37.5mg tablet;249
almodan 125mg/5ml sugar free syrup;0
almodan 250mg/5ml sugar free syrup;0
beta-blocker;115
pixol bath and shower gel;0
ailax suspension;2
losartan;6729
cozaar half strength 25mg tablet;7
dumicoat 50mg/g dental lacquer;0
zinga 150mg capsule;1
rozex 0.75% gel;39
totaretic 50mg/12.5mg tablet;0
neo-cortef ear drops 10ml;0
neo-cortef eye ointment;0
evening primrose oil;8105
pripsen 100mg chewable tablet;0
sloprolol 80mg m/r capsule;0
q-mazine 5mg/5ml syrup;0
evorel 25 patch;866
pripsen worm elixir;0
meflam 250 capsule;0
suprecur 150micrograms nasal spray;1
normasol undine 0.9% eye irrigation solution;1
timoped cream;0
bactroban 2% nasal ointment;15
ketocid 200 m/r capsule;2
probeta la 160mg m/r capsule;1
natramid 2.5mg tablet;0
viraferon 10million iu/2ml injection solution;0
viraferon 25million iu/5ml injection solution;0
valaciclovir;39
valtrex 500mg tablet;14
calanif 5mg capsule;0
e45 lotion;18
nizoral 20mg/ml shampoo;62
lioresal intrathecal 50micrograms/1ml injection;0
lioresal intrathecal 10mg/5ml injection;0
lioresal intrathecal 10mg/20ml injection;0
zantac 75 tablet;278
emulsifying soap;4
ung merck;0
airomir 100micrograms cfc-free inhaler;253
kliofem tablet;425
natrasleep tablet;11
opumide 2.5mg tablet;0
maximet sr 75mg m/r capsule;2
fenoket 200mg m/r capsule;0
lopranol la 160mg m/r capsule;0
angeze 10mg tablet;0
andrews liver salts powder;6
hypostop dextrose gel;9
alka-seltzer tablet;16
imedeen tablet;58
methylphenidate;13
ritalin 10mg tablet;11
cusilyn 2% eye drops;0
primaxin iv 500mg monovial;0
tenkorex 250mg capsule;3
tenkorex 500mg capsule;1
tenkorex 125mg/5ml suspension;1
tenkorex 250mg/5ml suspension;0
tenkorex 500mg tablet;0
clophene 50mg tablet;0
meropenem;0
meronem 250mg injection (pdr for recon);0
meronem 500mg injection (pdr for recon);0
meronem 1g injection (pdr for recon);0
li-liquid 509mg/5ml oral solution;0
bicalutamide;126
casodex 50mg tablet;56
fenticonazole;2
lomexin 200mg pessary;1
sulparex 200mg tablet;0
lomexin 600mg pessary;0
relaxyl 60mg capsule;0
tranquax 10mg capsule;0
diclomax sr 75mg m/r capsule;96
ketozip cr 200mg m/r capsule;0
postmi 75mg dispersible tablet;0
cymevene 250mg capsule;0
norphyllin 100mg tablet;0
angitil sr 90 m/r capsule;184
rapitil 2% eye drops;83
oestradiol 1.25g/dose gel;62
oestrogel 1.25g gel;129
metazem 60mg m/r tablet;3
isotrate 10mg tablet;1
metrovex 500mg/100ml infusion bag;0
nefazodone;4
dutonin 100mg tablet;0
orelox 40mg/5ml paediatric suspension;0
salagen 5mg tablet;13
cholemin 4g/sachet powder;0
famvir 125mg tablet;0
betacap scalp application;66
tridestra tablet;112
triptorelin;6
de-capeptyl sr 4.2mg injection (pdr for recon)+diluent;0
fersaday 304mg tablet;18
citalopram;9901
levorphanol;1
dynamin 10mg tablet;1
cupanol under six 120mg/5ml s/f suspension;0
cupanol paediatric 120mg/5ml s/f suspension;0
abelcet 100mg/20ml intravenous infusion concentrate;0
cefpirome;0
cefrom 1g injection (pdr for recon);0
cefrom 2g injection (pdr for recon);0
retinova 0.05% cream;0
mirena 52mg intrauterine system;855
iopidine ophthalmic 0.5% intra-ocular solution;17
mirena 20mcg/24hrs intrauterine system;754
dicloflex 25mg e/c tablet;609
medinex 10mg/5ml syrup;1
blemix 100 tablet;0
powergel 2.5% gel;23
salicylic acid+lactic acid 25%/25% ointment;1
salicylic acid+boric acid in purified talc 3%/5% powder;0
compound salicylic acid powder;0
salicylic acid+zinc oxide 5%/20% dusting powder;0
zinc+salicylic acid dusting powder;0
lactic sal;0
diethylamine salicylate 10% cream bp;54
acitak 200 tablet;0
fentamox 10 tablet;1
glucamet 500 tablet;1
lofensaid 25 tablet;0
oprisine 50mg tablet;0
piroflam 10 capsule;0
viz-on 2% eye drops;0
warticon cream;0
tylex effervescent soluble tablet;9
nicotinamide 4% topical gel;0
papulex 4% topical gel;0
jeridin 10mg tablet;0
balgifen 10mg tablet;0
capsuvac capsule;0
spiramycin;1
rovamycine 250mg tablet;1
rovamycine 125mg/5ml syrup;0
ancotil 500mg tablet;0
zovirax 400mg dispersible tablet;2
alendronate sodium;6687
zovirax 200mg dispersible tablet;0
opustan 250mg capsule;0
zida-co 5mg/50mg tablet;0
dermamist spray;1
diocaps 2mg capsule;0
cyclodox 100mg capsule;0
femoston 1/10 tablet;870
martindale methadone dtf 1mg/ml mixture;2
zydol sr 100mg m/r tablet;24
zydol sr 150mg m/r tablet;4
zydol sr 200mg m/r tablet;2
ranitidine bismuth citrate;3
pylorid 400mg tablet;0
canesten combi pessary+cream;4
dorzolamide;207
trusopt 2% ophthalmic solution;100
m-eslon 10mg m/r capsule;0
m-eslon 30mg m/r capsule;0
m-eslon 60mg m/r capsule;0
m-eslon 100mg m/r capsule;0
premique 0.625mg/5mg tablet;988
premique cycle 10mg tablet;179
roferon-a-2a 3million iu/1ml injection solution;1
roferon-a-2a 4.5million iu/1ml injection solution;0
roferon-a-2a 6million iu/1ml injection solution;0
roferon-a-2a 9million iu/1ml injection solution;0
atenix 25mg tablet;1
enlive;1
tilarin 1% nasal spray;0
anastrozole;640
arimidex 1mg tablet;909
glucagen kit 1mg(1iu) injection;4
menorest 37.5micrograms patch;2
co-triamterzide;28
co-amilozide;308
co-flumactone;8
co-tenidone;760
co-codaprin;11
co-codamol;12607
co-proxamol;415
co-dydramol;3349
co-amilofruse;507
co-prenozide;2
anabact 0.75% gel;5
topiramate;338
stimlor 100mg capsule;0
norimode 2mg tablet;13
adipine mr 10 m/r tablet;185
fematrix 40 patch;65
augmentin duo 400mg/57mg/5ml s/f suspension;0
tiloryth 250mg e/c granules in capsule;0
kentiazem 60mg m/r capsule;0
roferon-a-2a 18million iu/3ml injection solution;0
methodex 1mg/1ml mixture;2
gtn - glyceryl trinitrate;896
tricalcium phosphate 3.3g/sachet powder;2
ostram 1.2g/sachet powder;2
zoton 15mg capsule;360
eformoterol;11
foradil 12micrograms inhalation capsules+inhaler;5
moexipril;2
perdix 7.5mg tablet;0
tacalcitol;13
curatoderm 4micrograms/g ointment;28
femseven 50 patch;225
meronem 500mg infusion kit;0
meronem 1g infusion kit;1
vivapryl 5mg tablet;0
monomax sr 40 m/r capsule;60
interferon beta-1b;3
stilline 5mg tablet;0
nystamont 100,000units/ml s/f suspension;1
betaferon 9.6 million iu injection (pdr for recon)+diluent;4
elleste-solo 1mg tablet;919
zomacton(rbe) 12iu(4mg) injection (pdr for recon)+diluent;0
co-methiamol 250mg/500mg tablet;0
improvera tablet;1
progynova ts 50micrograms patch;13
volsaid retard 75mg m/r tablet;92
paracodol capsule;57
polyethylene glycol product;2
movicol oral powder;1733
aceclofenac;60
preservex 100mg tablet;18
imuderm therapeutic oil;0
imuderm therapeutic oil 250ml;0
fleet phospho-soda solution;0
sodium phosphate;7
inoven 200mg caplet;0
sevredol 50mg tablet;1
movelat relief gel;18
movelat relief cream;16
caprin 75mg e/c tablet;6
infaderm therapeutic oil;0
mycophenolate;275
cellcept 250mg capsule;42
entocort cr 3mg m/r capsule;17
paracetamol+methionine 500mg/100mg tablet;1
co-methiamol 100mg/500mg tablet;0
paradote tablet;0
levocabastine;1
livostin 0.5mg/ml eye drops;0
livostin 0.5mg/ml nasal spray;0
unipine xl 30mg m/r tablet;1
alphaparin 3000iu/0.3ml prefilled syringe;1
climesse tablet;197
certoparin;1
kentace 1.5mg tablet;1
optrex dry eye therapy eye drops;9
penciclovir;10
vectavir cold sore cream;0
kiflone 500mg tablet;0
kiflone 250mg capsule;0
kiflone 500mg capsule;0
kiflone 250mg/5ml syrup;0
kiflone 125mg/5ml syrup;0
emfib 300mg capsule;0
kentovace 500micrograms tablet;0
estraderm mx 25 patch;786
salbutamol 100micrograms spacehaler;3526
saliveze spray;16
bdp 50micrograms spacehaler;0
femapak 40 patch+tablet;27
meloxicam;1497
diltiazem hcl+hydrochlorothiazide 150mg/12.5mg m/r capsule;79
adizem-xl plus m/r capsule;416
terfenor 30mg tablet;0
clear ear ear drops;0
mobic 15mg suppository;0
mobic 7.5mg tablet;31
mobic 15mg tablet;42
moisture eyes eye drops;4
nazo-mist 0.1% nasal spray;3
aller-eze cream;0
diphenhydramine hydrochloride 2% cream;2
zoxin 250 capsule;0
zoxin 500 capsule;0
virovir 200 tablet;0
virovir 400 tablet;0
virovir 800 tablet;1
infestat 100,000units/ml suspension;0
infestat 100,000units/ml suspension 30ml;0
toepedo cream;0
benzoic acid+salicylic acid 6%/3% cream;0
sporanox-pulse 100mg capsule;4
antihistamine 60mg tablet;536
methadose 10mg/ml s/f liquid;2
methadose 20mg/ml s/f liquid;0
methadose diluent liquid;0
tamsulosin;6581
flomax mr 400micrograms m/r capsule;225
libetist 2mg/5ml sugar free syrup;0
angeze sr 40 m/r capsule;0
centrapryl 5 tablet;0
hypaneze 40 tablet;0
nimodrel mr 10 m/r tablet;0
zoxycil 250 capsule;1
zoxycil 500 capsule;0
bettamousse 0.12% foam;10
acamprosate calcium;48
campral ec 333mg e/c tablet;18
retrovir 300mg tablet;1
disodium tiludronate;0
tiludronic acid 200mg tablet;1
skelid 200mg tablet;0
arthrotec 50 tablet;440
tramake 50mg capsule;10
fenbid 5% gel;42
amilamont 5mg/ml s/f oral solution;1
mxl 30mg m/r capsule;0
mxl 60mg m/r capsule;0
mxl 90mg m/r capsule;3
mxl 120mg m/r capsule;2
mxl 150mg m/r capsule;0
mxl 200mg m/r capsule;0
mycota complete treatment pack cream+powder;0
medijel gel;0
wellferon 5million units/1ml injection;0
galake tablet;0
dermol 500 lotion;191
terbinafine;1102
friars balsam;0
gentian acid oral solution;0
anthralin;0
compound coconut ointment;2
normaloe 2mg tablet;0
acular 0.5% ophthalmic solution;22
tensilon 10mg/1ml injection;0
remedeine forte effervescent tablet;3
remedeine effervescent tablet;3
gee's linctus;0
glyceryl trinitrate patch;17
gtn - glyceryl trinitrate patch;10
ketanodur 60mg m/r tablet;0
lassar's paste;1
itraconazole 10mg/ml s/f oral solution;1
sporanox 10mg/ml s/f oral solution;0
topamax 25mg tablet;70
nightcalm 25mg tablet;2
epaderm ointment;335
ketotard 200 xl m/r capsule;0
toremifene;2
fareston 60mg tablet;0
adult's decongestant 0.1% nasal drops;6
decongestant 0.05% nasal spray;18
pilogel 4% eye gel;5
cardilate mr 10mg m/r tablet;0
tensipine mr 10 m/r tablet;18
sertindole;2
serdolect 4mg tablet;0
zimovane ls 3.75mg tablet;166
riluzole;10
rilutek 50mg tablet;5
zonivent aquanasal 50micrograms spray;3
lamivudine;70
epivir 150mg tablet;5
zerit 15mg capsule;2
zerit 20mg capsule;0
zerit 30mg capsule;0
zerit 40mg capsule;0
epivir 10mg/ml oral solution;0
plendil 2.5mg m/r tablet;80
andropatch 2.5mg/24hours transdermal patch;27
nisoldipine;0
syscor mr 10mg m/r tablet;0
proctocream hc cream;3
stavudine;2
panadeine co tablet;1
solpaflex gel;0
solpaflex tablet;1
ropinirole;404
humatrope(rbe) 18iu(6mg) inj cartridge(pdr for recon)+dil;10
moxonidine;487
physiotens 200micrograms tablet;23
panoxyl 5 cream;1
requip 0.25mg tablet;69
gastrocote s/f liquid;10
paxidorm 25mg tablet;1
trimetrexate;1
neutrexin 25mg injection (pdr for recon);0
zydol soluble 50mg tablet;11
ritonavir;109
norvir 100mg capsule;12
norvir 80mg/ml oral solution;0
micanol 1% cream;0
micanol 3% cream;0
famvir 750mg tablet;2
morcap sr 100mg m/r capsule;0
morcap sr 20mg m/r capsule;0
morcap sr 50mg m/r capsule;0
frusemek 5mg/40mg tablet;1
advil 200mg tablet;7
erymin 250mg/5ml s/f suspension;0
aludrox liquid;0
zamadol 50mg capsule;34
viridal 5 injection (pdr for recon)+diluent;2
halciderm topical 0.1% cream;0
hydroquinone product;5
tolfenamic acid;14
clotam 200mg capsule;6
arpimycin 125mg/5ml suspension;0
arpimycin 250mg/5ml suspension;0
arpimycin 500mg/5ml suspension;0
zumenon 1mg tablet;173
geltears gel;84
olanzapine;661
panadol ultra tablet;0
paracetamol+diphenhydramine hydrochloride 500mg/25mg tablet;0
panadol night tablet;3
pantoprazole;1099
saquinavir;13
invirase 200mg capsule;2
digenac xl 100 m/r tablet;0
nitromin 400micrograms cfc-free spray;146
nasobec aqueous 50micrograms nasal spray;231
glau-opt 0.25% eye drops;1
angiotensin ii receptor antagonist;3
valsartan;2612
diovan 40mg capsule;514
monistat 2% cream;0
dermonistat cream;3
alphosyl shampoo;36
slofenac sr 75mg m/r tablet;1
deflazacort;7
fortum monovial 2g i-v infusion (pdr for recon);0
minerals - magnesium;1194
magnesiocard 2.5mmol/614.8mg tablet;0
fybozest orange 3.5g s/f granules;23
fortipine la40 m/r tablet;24
cacit d3 granules;73
letrozole;597
femara 2.5mg tablet;115
indinavir;9
crixivan 200mg capsule;0
crixivan 400mg capsule;0
imuran 10mg tablet;22
muscinil 5mg tablet;0
laxoberal 5mg/5ml liquid;9
phillips milk of magnesia suspension;1
modisal 60 xl m/r tablet;2
keftid 250mg capsule;0
lomont 70mg/5ml s/f suspension;0
oralbalance oral gel;12
keftid 500mg capsule;0
klaricid xl 500mg m/r tablet;2
atenolol+chlorthalidone;3
atenolol+bendrofluazide;36
atenolol+co-amilozide;3
lipitor 10mg tablet;4065
tenben capsule;0
latanoprost;1472
xalatan 0.005% eye drops;1508
atorvastatin;25946
entocort 2mg/100ml enema;2
adapalene;8
roferon-a 3million iu/0.5ml prefilled syringe;0
roferon-a 4.5million iu/0.5ml prefilled syringe;0
roferon-a 6million iu/0.5ml prefilled syringe;0
roferon-a 9million iu/0.5ml prefilled syringe;0
natrilix sr 1.5mg m/r tablet;118
herpetad cold sore 5% cream;0
flexotard 100mg m/r tablet;4
diclotard 75 m/r tablet;6
urea+lauromacrogols 5%/3% cream;4
balneum plus cream;45
fexofenadine;2039
viraferon 18million iu/3ml injection solution;0
nasacort 55micrograms aqueous nasal spray;222
indotard mr 75mg m/r capsule;0
calcium carbonate+cholecalciferol 1.25g/200iu tablet;971
calceos chewable tablet;391
altacite 500mg tablet;4
noritate 1% cream;1
cuprofen 5% gel;6
sporanox 10mg/ml oral liquid;1
anbesol adult oral gel;1
bazuka gel;1
ecopace 12.5mg tablet;0
dermestril 25 patch;0
dermacare lotion 400ml;0
dermacare cream 150ml;1
soothelip cold sore 5% cream;0
decubal cream;1
slofedipine 20mg m/r tablet;1
nifedotard 20mr m/r tablet;1
kaplon 12.5mg tablet;1
interferon beta-1a;19
avonex 6million iu injection (pdr for recon)+solvent;5
methex 1mg/1ml mixture;1
palladone-sr 8mg m/r capsule;1
palladone-sr 16mg m/r capsule;1
palladone-sr 24mg m/r capsule;0
zolmitriptan;521
zomig 2.5mg tablet;483
cabaser 1mg tablet;1
hydromorphone hydrochloride;10
palladone 1.3mg capsule;0
palladone 2.6mg capsule;0
